episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,27,11,10,6,27.545454545454547
1,200.0,50,20,26,4,27.95
1,300.0,73,23,45,5,28.26086956521739
1,400.0,101,29,66,6,29.0
1,500.0,121,32,86,3,29.53125
1,600.0,146,39,103,4,29.871794871794872
1,700.0,186,48,135,3,29.604166666666668
1,800.0,223,52,163,8,29.75
1,900.0,263,58,201,4,30.137931034482758
1,1000.0,305,64,236,5,30.203125
1,1100.0,340,66,269,5,30.227272727272727
1,1200.0,381,71,303,7,30.323943661971832
1,1300.0,427,79,341,7,30.544303797468356
1,1400.0,471,86,374,11,30.976744186046513
1,1500.0,521,95,417,9,31.210526315789473
1,1600.0,555,102,443,10,31.147058823529413
1,1700.0,597,106,482,9,31.37735849056604
1,1800.0,649,114,529,6,31.44736842105263
1,1900.0,693,120,568,5,31.6
1,2000.0,729,127,596,6,31.606299212598426
1,2100.0,770,136,628,6,31.448529411764707
1,2200.0,794,137,653,4,31.51094890510949
1,2300.0,810,144,664,2,31.27777777777778
1,2400.0,835,151,678,6,31.43046357615894
1,2500.0,863,158,698,7,31.373417721518987
1,2600.0,888,166,720,2,31.295180722891565
1,2700.0,911,170,738,3,31.305882352941175
1,2800.0,931,171,756,4,31.350877192982455
1,2900.0,967,173,788,6,31.30057803468208
1,3000.0,985,177,803,5,31.19774011299435
1,3100.0,1005,180,820,5,31.17222222222222
1,3200.0,1035,186,846,3,31.06989247311828
1,3300.0,1052,188,860,4,31.090425531914892
1,3400.0,1081,196,877,8,31.23469387755102
1,3500.0,1110,206,899,5,31.21359223300971
1,3600.0,1130,213,912,5,31.375586854460092
1,3700.0,1165,222,938,5,31.26126126126126
1,3800.0,1204,226,968,10,31.261061946902654
1,3900.0,1237,233,1002,2,31.28755364806867
1,4000.0,1258,235,1020,3,31.26808510638298
1,4100.0,1278,239,1032,7,31.267782426778243
1,4200.0,1305,247,1053,5,31.125506072874494
1,4300.0,1326,250,1069,7,31.216
1,4400.0,1351,254,1094,3,31.224409448818896
1,4500.0,1382,261,1113,8,31.20689655172414
1,4600.0,1418,268,1141,9,31.16044776119403
1,4700.0,1452,281,1163,8,31.16370106761566
1,4800.0,1486,287,1194,5,31.317073170731707
1,4900.0,1529,294,1227,8,31.336734693877553
1,5000.0,1570,302,1257,11,31.307947019867548
1,5100.0,1604,311,1285,8,31.356913183279744
1,5200.0,1648,313,1325,10,31.35143769968051
1,5300.0,1688,318,1360,10,31.40880503144654
1,5400.0,1723,323,1397,3,31.461300309597522
1,5500.0,1762,329,1424,9,31.498480243161094
1,5600.0,1803,336,1461,6,31.482142857142858
1,5700.0,1841,340,1495,6,31.523529411764706
1,5800.0,1887,346,1532,9,31.51156069364162
1,5900.0,1913,350,1559,4,31.54
1,6000.0,1950,359,1582,9,31.54317548746518
1,6100.0,1985,366,1613,6,31.614754098360656
1,6200.0,2016,375,1637,4,31.672
1,6300.0,2059,384,1669,6,31.645833333333332
1,6400.0,2090,390,1694,6,31.648717948717948
1,6500.0,2139,397,1736,6,31.579345088161208
1,6600.0,2175,403,1762,10,31.548387096774192
1,6700.0,2212,410,1795,7,31.578048780487805
1,6800.0,2247,414,1830,3,31.570048309178745
1,6900.0,2284,419,1859,6,31.536992840095465
1,7000.0,2321,424,1890,7,31.57075471698113
1,7100.0,2365,430,1933,2,31.611627906976743
1,7200.0,2386,432,1949,5,31.622685185185187
1,7300.0,2412,437,1972,3,31.617848970251718
1,7400.0,2438,443,1989,6,31.602708803611737
1,7500.0,2462,451,2006,5,31.583148558758314
1,7600.0,2491,456,2029,6,31.594298245614034
1,7700.0,2520,459,2054,7,31.59041394335512
1,7800.0,2545,465,2075,5,31.61075268817204
1,7900.0,2572,472,2095,5,31.64830508474576
1,8000.0,2604,477,2117,10,31.633123689727462
1,8100.0,2643,484,2153,6,31.677685950413224
1,8200.0,2686,489,2189,8,31.683026584867076
1,8300.0,2720,496,2219,5,31.68951612903226
1,8400.0,2763,503,2251,9,31.725646123260436
1,8500.0,2812,509,2294,9,31.740667976424362
1,8600.0,2851,517,2328,6,31.804642166344294
1,8700.0,2888,523,2362,3,31.81453154875717
1,8800.0,2927,531,2390,6,31.804143126177024
1,8900.0,2961,537,2413,11,31.810055865921786
1,9000.0,2996,544,2448,4,31.799632352941178
1,9100.0,3034,547,2478,9,31.793418647166362
1,9200.0,3060,552,2504,4,31.806159420289855
1,9300.0,3099,558,2537,4,31.82616487455197
1,9400.0,3139,564,2572,3,31.80673758865248
1,9500.0,3162,567,2591,4,31.793650793650794
1,9600.0,3185,569,2607,9,31.80316344463972
1,9700.0,3206,573,2632,1,31.783595113438047
1,9800.0,3239,577,2657,5,31.7261698440208
1,9900.0,3259,582,2673,4,31.79725085910653
1,10000.0,3277,585,2688,4,31.776068376068377
1,10100.0,3299,590,2705,4,31.771186440677965
1,10200.0,3318,596,2719,3,31.719798657718123
1,10300.0,3340,601,2736,3,31.665557404326123
1,10400.0,3362,608,2750,4,31.61513157894737
1,10500.0,3403,612,2781,10,31.591503267973856
1,10600.0,3444,618,2818,8,31.613268608414238
1,10700.0,3471,624,2844,3,31.575320512820515
1,10800.0,3507,629,2871,7,31.57710651828299
1,10900.0,3540,634,2900,6,31.531545741324923
1,11000.0,3568,643,2920,5,31.4696734059098
1,11100.0,3586,647,2936,3,31.476043276661514
1,11200.0,3608,650,2953,5,31.467692307692307
1,11300.0,3636,657,2977,2,31.421613394216134
1,11400.0,3663,662,2998,3,31.43202416918429
1,11500.0,3689,667,3017,5,31.395802098950526
1,11600.0,3716,670,3042,4,31.386567164179105
1,11700.0,3740,674,3062,4,31.387240356083087
1,11800.0,3764,680,3078,6,31.383823529411764
1,11900.0,3791,687,3099,5,31.344978165938866
1,12000.0,3817,695,3116,6,31.366906474820144
1,12100.0,3837,700,3132,5,31.361428571428572
1,12200.0,3867,702,3157,8,31.35042735042735
1,12300.0,3898,703,3191,4,31.352773826458037
1,12400.0,3948,706,3233,9,31.371104815864022
1,12500.0,3986,715,3265,6,31.38881118881119
1,12600.0,4027,721,3297,9,31.363384188626906
1,12700.0,4071,724,3337,10,31.364640883977902
1,12800.0,4106,734,3367,5,31.392370572207085
