episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,30,16,10,4,27.375
1,200.0,59,23,29,7,27.043478260869566
1,300.0,86,27,55,4,27.925925925925927
1,400.0,107,34,69,4,29.0
1,500.0,135,42,87,6,29.666666666666668
1,600.0,161,50,107,4,29.42
1,700.0,186,54,130,2,29.5
1,800.0,210,58,149,3,29.551724137931036
1,900.0,228,65,161,2,30.138461538461538
1,1000.0,257,70,182,5,30.142857142857142
1,1100.0,287,75,209,3,30.213333333333335
1,1200.0,309,78,228,3,30.205128205128204
1,1300.0,332,81,249,2,30.25925925925926
1,1400.0,352,81,267,4,30.25925925925926
1,1500.0,376,83,288,5,30.27710843373494
1,1600.0,406,86,313,7,30.290697674418606
1,1700.0,437,93,341,3,30.473118279569892
1,1800.0,457,95,356,6,30.642105263157895
1,1900.0,486,100,383,3,30.86
1,2000.0,524,109,408,7,30.788990825688074
1,2100.0,565,118,441,6,30.771186440677965
1,2200.0,609,125,478,6,30.872
1,2300.0,642,133,505,4,31.090225563909776
1,2400.0,681,136,541,4,31.00735294117647
1,2500.0,712,140,567,5,30.985714285714284
1,2600.0,750,145,598,7,31.020689655172415
1,2700.0,789,149,634,6,31.046979865771814
1,2800.0,826,156,664,6,31.044871794871796
1,2900.0,869,160,703,6,30.9625
1,3000.0,912,168,737,7,30.94047619047619
1,3100.0,968,173,785,10,31.00578034682081
1,3200.0,1005,177,820,8,31.146892655367232
1,3300.0,1046,185,855,6,31.248648648648647
1,3400.0,1089,190,893,6,31.231578947368423
1,3500.0,1129,198,927,4,31.181818181818183
1,3600.0,1168,202,959,7,31.173267326732674
1,3700.0,1194,208,982,4,31.08653846153846
1,3800.0,1222,212,1002,8,31.014150943396228
1,3900.0,1251,218,1027,6,31.10091743119266
1,4000.0,1283,226,1047,10,31.212389380530972
1,4100.0,1312,230,1078,4,31.26086956521739
1,4200.0,1332,234,1097,1,31.235042735042736
1,4300.0,1357,235,1118,4,31.19148936170213
1,4400.0,1386,240,1142,4,31.133333333333333
1,4500.0,1406,245,1158,3,31.077551020408162
1,4600.0,1434,249,1182,3,31.076305220883533
1,4700.0,1470,254,1213,3,31.0748031496063
1,4800.0,1487,258,1224,5,31.147286821705425
1,4900.0,1521,264,1250,7,31.102272727272727
1,5000.0,1554,267,1284,3,31.06741573033708
1,5100.0,1576,275,1295,6,31.09090909090909
1,5200.0,1595,279,1312,4,31.096774193548388
1,5300.0,1637,287,1342,8,31.153310104529616
1,5400.0,1654,292,1360,2,31.22945205479452
1,5500.0,1678,296,1380,2,31.199324324324323
1,5600.0,1702,301,1399,2,31.269102990033222
1,5700.0,1734,305,1426,3,31.21639344262295
1,5800.0,1766,310,1450,6,31.15483870967742
1,5900.0,1789,317,1468,4,31.110410094637224
1,6000.0,1813,320,1486,7,31.125
1,6100.0,1836,324,1508,4,31.104938271604937
1,6200.0,1872,329,1536,7,31.13373860182371
1,6300.0,1900,337,1560,3,31.12166172106825
1,6400.0,1925,344,1578,3,31.061046511627907
1,6500.0,1944,351,1591,2,30.962962962962962
1,6600.0,1982,357,1617,8,30.991596638655462
1,6700.0,2008,363,1641,4,30.947658402203857
1,6800.0,2032,365,1664,3,30.9013698630137
1,6900.0,2057,368,1684,5,30.91576086956522
1,7000.0,2083,376,1703,4,30.8218085106383
1,7100.0,2104,384,1720,0,30.809895833333332
1,7200.0,2137,388,1743,6,30.79123711340206
1,7300.0,2165,396,1763,6,30.7979797979798
1,7400.0,2186,400,1783,3,30.79
1,7500.0,2212,403,1807,2,30.818858560794045
1,7600.0,2239,407,1826,6,30.783783783783782
1,7700.0,2258,412,1842,4,30.815533980582526
1,7800.0,2273,413,1858,2,30.83777239709443
1,7900.0,2291,416,1872,3,30.83653846153846
1,8000.0,2314,420,1889,5,30.82857142857143
1,8100.0,2347,426,1915,6,30.823943661971832
1,8200.0,2376,431,1940,5,30.816705336426914
1,8300.0,2397,435,1959,3,30.813793103448276
1,8400.0,2432,438,1987,7,30.796803652968038
1,8500.0,2462,445,2011,6,30.804494382022472
1,8600.0,2491,454,2033,4,30.76872246696035
1,8700.0,2519,458,2057,4,30.792576419213972
1,8800.0,2547,460,2085,2,30.793478260869566
1,8900.0,2572,465,2106,1,30.8
1,9000.0,2594,470,2122,2,30.8
1,9100.0,2617,472,2144,1,30.798728813559322
1,9200.0,2639,476,2157,6,30.777310924369747
1,9300.0,2664,482,2177,5,30.740663900414937
1,9400.0,2687,487,2195,5,30.70841889117043
1,9500.0,2711,493,2214,4,30.69371196754564
1,9600.0,2741,499,2239,3,30.637274549098198
1,9700.0,2771,504,2261,6,30.615079365079364
1,9800.0,2796,512,2281,3,30.59765625
1,9900.0,2824,519,2300,5,30.54913294797688
1,10000.0,2857,526,2326,5,30.64638783269962
1,10100.0,2874,531,2342,1,30.659133709981166
1,10200.0,2904,538,2362,4,30.633828996282528
1,10300.0,2921,542,2375,4,30.660516605166052
1,10400.0,2945,547,2390,8,30.6636197440585
1,10500.0,2967,550,2414,3,30.67818181818182
1,10600.0,2992,555,2434,3,30.684684684684683
1,10700.0,3018,562,2451,5,30.626334519572953
1,10800.0,3042,564,2473,5,30.647163120567377
1,10900.0,3067,570,2495,2,30.66315789473684
1,11000.0,3083,573,2506,4,30.643979057591622
1,11100.0,3104,576,2527,1,30.635416666666668
1,11200.0,3125,582,2535,8,30.6426116838488
1,11300.0,3143,589,2549,5,30.66213921901528
1,11400.0,3170,595,2573,2,30.66890756302521
1,11500.0,3196,598,2595,3,30.630434782608695
1,11600.0,3216,603,2610,3,30.64344941956882
1,11700.0,3240,608,2629,3,30.644736842105264
1,11800.0,3264,611,2648,5,30.639934533551553
1,11900.0,3291,619,2667,5,30.67366720516963
1,12000.0,3322,623,2696,3,30.69502407704655
1,12100.0,3335,627,2704,4,30.698564593301434
1,12200.0,3361,633,2721,7,30.69510268562401
1,12300.0,3384,640,2737,7,30.6875
1,12400.0,3404,645,2755,4,30.70077519379845
1,12500.0,3430,650,2775,5,30.68
1,12600.0,3453,656,2793,4,30.666158536585368
1,12700.0,3476,661,2814,1,30.674735249621786
1,12800.0,3493,664,2826,3,30.67921686746988
1,12900.0,3517,669,2840,8,30.647234678624812
1,13000.0,3540,672,2866,2,30.65922619047619
1,13100.0,3563,675,2880,8,30.672592592592594
1,13200.0,3589,681,2906,2,30.669603524229075
1,13300.0,3610,683,2923,4,30.686676427525622
1,13400.0,3628,689,2935,4,30.666182873730044
1,13500.0,3653,696,2954,3,30.639367816091955
1,13600.0,3670,702,2965,3,30.67094017094017
1,13700.0,3698,706,2988,4,30.660056657223794
1,13800.0,3721,716,3002,3,30.655027932960895
1,13900.0,3743,720,3021,2,30.66111111111111
1,14000.0,3770,724,3040,6,30.668508287292816
1,14100.0,3794,731,3058,5,30.696306429548564
