episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,12,6,4,2,21.0
1,200.0,20,9,9,2,23.11111111111111
1,300.0,33,19,11,3,25.210526315789473
1,400.0,43,21,21,1,25.476190476190474
1,500.0,49,23,24,2,26.26086956521739
1,600.0,58,29,26,3,26.79310344827586
1,700.0,63,34,29,0,27.11764705882353
1,800.0,76,41,34,1,27.609756097560975
1,900.0,86,42,43,1,27.61904761904762
1,1000.0,92,43,47,2,27.74418604651163
1,1100.0,101,49,51,1,28.408163265306122
1,1200.0,112,51,57,4,28.313725490196077
1,1300.0,113,51,62,0,28.313725490196077
1,1400.0,119,56,63,0,27.660714285714285
1,1500.0,125,58,63,4,27.603448275862068
1,1600.0,131,66,63,2,27.848484848484848
1,1700.0,140,74,63,3,28.10810810810811
1,1800.0,150,81,66,3,28.209876543209877
1,1900.0,157,85,70,2,28.31764705882353
1,2000.0,162,88,72,2,28.488636363636363
1,2100.0,170,95,75,0,28.378947368421052
1,2200.0,177,97,80,0,28.38144329896907
1,2300.0,184,100,83,1,28.6
1,2400.0,190,102,87,1,28.823529411764707
1,2500.0,199,107,89,3,28.906542056074766
1,2600.0,205,111,92,2,28.882882882882882
1,2700.0,221,120,99,2,28.975
1,2800.0,235,125,107,3,29.432
1,2900.0,252,130,119,3,29.584615384615386
1,3000.0,267,131,134,2,29.625954198473284
1,3100.0,278,136,141,1,29.75735294117647
1,3200.0,287,139,147,1,29.719424460431654
1,3300.0,302,144,155,3,29.90972222222222
1,3400.0,309,147,159,3,29.98639455782313
1,3500.0,322,153,166,3,30.104575163398692
1,3600.0,333,157,173,3,30.331210191082803
1,3700.0,343,164,178,1,30.408536585365855
1,3800.0,360,169,187,4,30.39644970414201
1,3900.0,379,174,200,5,30.362068965517242
1,4000.0,402,180,217,5,30.488888888888887
1,4100.0,415,184,229,2,30.48913043478261
1,4200.0,435,186,242,7,30.43010752688172
1,4300.0,446,189,255,2,30.49206349206349
1,4400.0,459,195,262,2,30.512820512820515
1,4500.0,468,199,268,1,30.537688442211056
1,4600.0,486,205,277,4,30.51219512195122
1,4700.0,494,209,283,2,30.52153110047847
1,4800.0,500,212,286,2,30.495283018867923
1,4900.0,507,217,288,2,30.580645161290324
1,5000.0,513,224,288,1,30.535714285714285
1,5100.0,524,231,290,3,30.653679653679653
1,5200.0,536,235,299,2,30.782978723404256
1,5300.0,544,237,306,1,30.839662447257385
1,5400.0,561,244,314,3,30.889344262295083
1,5500.0,575,251,321,3,30.94422310756972
1,5600.0,590,254,333,3,30.929133858267715
1,5700.0,606,256,347,3,30.91796875
1,5800.0,615,259,353,3,31.01158301158301
1,5900.0,627,262,364,1,31.041984732824428
1,6000.0,636,264,372,0,31.015151515151516
1,6100.0,653,267,383,3,30.9812734082397
1,6200.0,665,271,393,1,30.948339483394832
1,6300.0,681,273,402,6,30.967032967032967
1,6400.0,701,279,417,5,30.96057347670251
1,6500.0,714,280,434,0,30.960714285714285
1,6600.0,729,281,443,5,30.98220640569395
1,6700.0,736,287,448,1,31.038327526132406
1,6800.0,746,294,450,2,31.05442176870748
1,6900.0,756,298,455,3,31.003355704697988
1,7000.0,768,300,466,2,30.966666666666665
1,7100.0,777,302,472,3,30.980132450331126
1,7200.0,784,307,476,1,30.94788273615635
1,7300.0,800,313,482,5,30.98083067092652
1,7400.0,809,318,488,3,31.031446540880502
1,7500.0,816,324,491,1,31.0
1,7600.0,820,327,493,0,30.966360856269112
1,7700.0,831,333,495,3,30.95795795795796
1,7800.0,842,338,503,1,30.931952662721894
1,7900.0,850,341,507,2,30.86217008797654
1,8000.0,856,346,509,1,30.86127167630058
1,8100.0,866,351,513,2,30.91168091168091
1,8200.0,873,352,520,1,30.900568181818183
1,8300.0,883,357,524,2,30.95798319327731
1,8400.0,888,360,526,2,30.975
1,8500.0,897,367,529,1,30.893732970027248
1,8600.0,907,371,533,3,30.902964959568735
1,8700.0,914,375,537,2,30.906666666666666
1,8800.0,923,379,539,5,30.926121372031663
1,8900.0,929,383,546,0,30.91644908616188
1,9000.0,938,386,550,2,30.976683937823836
1,9100.0,948,391,554,3,30.9923273657289
1,9200.0,958,393,563,2,31.002544529262085
1,9300.0,962,394,567,1,31.0
1,9400.0,969,400,568,1,30.94
1,9500.0,977,404,571,2,31.01732673267327
1,9600.0,985,407,576,2,31.027027027027028
1,9700.0,994,410,584,0,31.039024390243902
1,9800.0,1001,411,589,1,31.038929440389296
1,9900.0,1011,417,591,3,31.059952038369303
1,10000.0,1018,418,599,1,31.059808612440193
1,10100.0,1025,422,602,1,31.085308056872037
1,10200.0,1028,425,603,0,31.141176470588235
1,10300.0,1041,433,607,1,31.036951501154736
1,10400.0,1045,436,608,1,30.995412844036696
1,10500.0,1051,439,610,2,30.970387243735765
1,10600.0,1056,444,611,1,30.91891891891892
1,10700.0,1068,451,615,2,30.835920177383592
1,10800.0,1078,456,621,1,30.842105263157894
1,10900.0,1091,459,628,4,30.836601307189543
1,11000.0,1103,463,636,4,30.831533477321813
1,11100.0,1123,466,650,7,30.86480686695279
1,11200.0,1133,472,660,1,30.858050847457626
1,11300.0,1144,476,667,1,30.84453781512605
1,11400.0,1156,479,675,2,30.82045929018789
1,11500.0,1168,484,683,1,30.8099173553719
1,11600.0,1180,486,688,6,30.779835390946502
1,11700.0,1202,488,708,6,30.772540983606557
1,11800.0,1219,493,723,3,30.79310344827586
1,11900.0,1233,495,735,3,30.79191919191919
1,12000.0,1245,496,746,3,30.79233870967742
1,12100.0,1254,496,756,2,30.79233870967742
1,12200.0,1268,500,765,3,30.758
1,12300.0,1278,503,774,1,30.75347912524851
1,12400.0,1296,505,786,5,30.756435643564355
1,12500.0,1314,509,800,5,30.730844793713164
1,12600.0,1327,511,813,3,30.716242661448142
1,12700.0,1342,516,820,6,30.71124031007752
1,12800.0,1356,524,829,3,30.69083969465649
1,12900.0,1369,531,838,0,30.67984934086629
1,13000.0,1374,531,841,2,30.67984934086629
1,13100.0,1389,538,846,5,30.66542750929368
1,13200.0,1403,542,859,2,30.673431734317344
1,13300.0,1411,546,864,1,30.66117216117216
1,13400.0,1426,552,871,3,30.693840579710145
1,13500.0,1438,555,883,0,30.695495495495496
1,13600.0,1454,557,891,6,30.696588868940754
1,13700.0,1464,560,903,1,30.682142857142857
1,13800.0,1478,563,912,3,30.706927175843695
1,13900.0,1487,566,919,2,30.704946996466433
1,14000.0,1499,569,926,4,30.692442882249562
1,14100.0,1516,574,936,6,30.679442508710803
1,14200.0,1535,576,953,6,30.666666666666668
1,14300.0,1541,581,958,2,30.66437177280551
1,14400.0,1553,585,966,2,30.673504273504275
1,14500.0,1562,589,970,3,30.677419354838708
1,14600.0,1569,593,976,0,30.679595278246207
1,14700.0,1576,595,979,2,30.680672268907564
1,14800.0,1581,601,980,0,30.663893510815306
1,14900.0,1593,606,985,2,30.636963696369637
1,15000.0,1599,609,989,1,30.635467980295566
1,15100.0,1612,612,996,4,30.65359477124183
1,15200.0,1620,613,1006,1,30.65415986949429
1,15300.0,1626,617,1009,0,30.682333873581847
1,15400.0,1632,620,1009,3,30.674193548387098
1,15500.0,1635,623,1011,1,30.669341894060995
1,15600.0,1645,629,1013,3,30.635930047694753
1,15700.0,1653,634,1015,4,30.618296529968454
1,15800.0,1662,638,1020,4,30.636363636363637
1,15900.0,1669,643,1024,2,30.665629860031103
1,16000.0,1677,647,1028,2,30.680061823802163
1,16100.0,1690,650,1035,5,30.681538461538462
1,16200.0,1699,653,1042,4,30.670750382848393
