episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,46,15,23,8,24.333333333333332
1,200.0,92,23,61,8,27.652173913043477
1,300.0,131,27,96,8,28.703703703703702
1,400.0,175,32,133,10,29.03125
1,500.0,217,38,175,4,29.31578947368421
1,600.0,254,44,205,5,29.045454545454547
1,700.0,293,48,238,7,28.916666666666668
1,800.0,337,52,279,6,29.01923076923077
1,900.0,376,59,310,7,29.135593220338983
1,1000.0,414,65,343,6,29.0
1,1100.0,465,68,388,9,29.147058823529413
1,1200.0,508,74,430,4,28.91891891891892
1,1300.0,553,77,472,4,28.727272727272727
1,1400.0,590,83,500,7,28.83132530120482
1,1500.0,634,93,536,5,28.989247311827956
1,1600.0,674,98,569,7,28.897959183673468
1,1700.0,725,104,611,10,28.817307692307693
1,1800.0,766,110,652,4,28.918181818181818
1,1900.0,818,116,690,12,28.698275862068964
1,2000.0,877,121,750,6,28.68595041322314
1,2100.0,938,129,797,12,28.775193798449614
1,2200.0,1005,135,863,7,29.044444444444444
1,2300.0,1077,142,930,5,29.133802816901408
1,2400.0,1145,147,987,11,29.183673469387756
1,2500.0,1217,151,1056,10,29.311258278145694
1,2600.0,1279,156,1113,10,29.352564102564102
1,2700.0,1341,162,1169,10,29.432098765432098
1,2800.0,1400,167,1222,11,29.449101796407184
1,2900.0,1465,173,1283,9,29.55491329479769
1,3000.0,1527,185,1330,12,29.745945945945945
1,3100.0,1592,193,1394,5,29.797927461139896
1,3200.0,1663,200,1450,13,29.975
1,3300.0,1728,207,1516,5,29.956521739130434
1,3400.0,1784,213,1563,8,29.87323943661972
1,3500.0,1836,222,1607,7,29.756756756756758
1,3600.0,1904,228,1672,4,29.842105263157894
1,3700.0,1969,229,1728,12,29.85589519650655
1,3800.0,2040,235,1794,11,29.868085106382978
1,3900.0,2093,242,1846,5,29.954545454545453
1,4000.0,2141,246,1888,7,29.959349593495936
1,4100.0,2172,252,1911,9,30.055555555555557
1,4200.0,2217,258,1954,5,29.914728682170544
1,4300.0,2248,265,1977,6,29.89433962264151
1,4400.0,2290,272,2012,6,29.933823529411764
1,4500.0,2333,276,2054,3,29.905797101449274
1,4600.0,2384,280,2093,11,29.839285714285715
1,4700.0,2446,291,2147,8,29.859106529209622
1,4800.0,2502,299,2195,8,29.909698996655518
1,4900.0,2563,306,2248,9,30.075163398692812
1,5000.0,2629,313,2309,7,30.06070287539936
1,5100.0,2683,320,2357,6,30.078125
1,5200.0,2748,326,2409,13,30.180981595092025
1,5300.0,2810,334,2469,7,30.209580838323355
1,5400.0,2873,342,2521,10,30.34502923976608
1,5500.0,2922,348,2566,8,30.39367816091954
1,5600.0,2976,355,2612,9,30.39154929577465
1,5700.0,3039,362,2669,8,30.45303867403315
1,5800.0,3089,368,2717,4,30.52445652173913
1,5900.0,3140,376,2760,4,30.550531914893618
1,6000.0,3200,383,2809,8,30.503916449086162
1,6100.0,3260,390,2861,9,30.466666666666665
1,6200.0,3316,394,2914,8,30.439086294416242
1,6300.0,3382,401,2972,9,30.523690773067333
1,6400.0,3446,407,3032,7,30.486486486486488
1,6500.0,3509,414,3085,10,30.565217391304348
1,6600.0,3584,417,3153,14,30.565947242206235
1,6700.0,3644,425,3209,10,30.56235294117647
1,6800.0,3700,430,3263,7,30.511627906976745
1,6900.0,3758,438,3312,8,30.522831050228312
1,7000.0,3803,443,3351,9,30.516930022573362
1,7100.0,3840,449,3389,2,30.543429844097997
1,7200.0,3880,454,3416,10,30.519823788546255
1,7300.0,3912,462,3447,3,30.484848484848484
1,7400.0,3956,468,3484,4,30.49145299145299
1,7500.0,4007,475,3527,5,30.461052631578948
1,7600.0,4048,479,3560,9,30.444676409185803
1,7700.0,4093,484,3603,6,30.43595041322314
1,7800.0,4131,489,3640,2,30.45398773006135
1,7900.0,4196,493,3696,7,30.399594320486816
1,8000.0,4259,496,3752,11,30.383064516129032
1,8100.0,4331,503,3817,11,30.355864811133202
1,8200.0,4392,512,3870,10,30.302734375
1,8300.0,4458,521,3929,8,30.34548944337812
1,8400.0,4511,530,3977,4,30.37547169811321
1,8500.0,4584,534,4041,9,30.406367041198504
1,8600.0,4644,542,4091,11,30.411439114391143
1,8700.0,4698,548,4142,8,30.436131386861312
1,8800.0,4755,556,4191,8,30.491007194244606
1,8900.0,4810,563,4240,7,30.52575488454707
1,9000.0,4876,567,4304,5,30.520282186948855
1,9100.0,4933,572,4351,10,30.51923076923077
1,9200.0,5001,582,4409,10,30.603092783505154
1,9300.0,5072,590,4473,9,30.584745762711865
1,9400.0,5134,596,4528,10,30.578859060402685
1,9500.0,5209,600,4596,13,30.55
1,9600.0,5284,603,4674,7,30.5787728026534
1,9700.0,5329,604,4719,6,30.56953642384106
1,9800.0,5364,611,4743,10,30.53846153846154
1,9900.0,5404,619,4776,9,30.513731825525042
1,10000.0,5439,622,4811,6,30.525723472668812
1,10100.0,5482,629,4848,5,30.524642289348172
1,10200.0,5537,636,4897,4,30.4874213836478
1,10300.0,5579,644,4930,5,30.53105590062112
1,10400.0,5617,650,4962,5,30.555384615384614
1,10500.0,5656,658,4993,5,30.565349544072948
1,10600.0,5700,661,5035,4,30.537065052950076
1,10700.0,5735,666,5066,3,30.515015015015017
1,10800.0,5767,671,5090,6,30.514157973174367
1,10900.0,5806,680,5121,5,30.469117647058823
1,11000.0,5849,686,5157,6,30.486880466472304
1,11100.0,5883,692,5185,6,30.442196531791907
1,11200.0,5924,697,5220,7,30.42754662840746
1,11300.0,5973,704,5264,5,30.446022727272727
1,11400.0,6028,715,5304,9,30.366433566433567
1,11500.0,6088,725,5356,7,30.40137931034483
1,11600.0,6143,729,5405,9,30.419753086419753
1,11700.0,6207,735,5464,8,30.42721088435374
1,11800.0,6272,741,5524,7,30.460188933873145
1,11900.0,6339,746,5583,10,30.469168900804288
1,12000.0,6378,751,5623,4,30.500665778961384
1,12100.0,6420,757,5656,7,30.466314398943197
1,12200.0,6463,761,5698,4,30.465177398160314
1,12300.0,6502,765,5729,8,30.458823529411763
1,12400.0,6551,773,5771,7,30.477360931435964
1,12500.0,6589,780,5802,7,30.496153846153845
1,12600.0,6633,785,5843,5,30.501910828025476
1,12700.0,6686,793,5886,7,30.490542244640604
1,12800.0,6720,797,5917,6,30.50815558343789
1,12900.0,6750,803,5942,5,30.495641344956415
1,13000.0,6795,809,5976,10,30.479604449938197
1,13100.0,6831,814,6010,7,30.50982800982801
1,13200.0,6896,824,6063,9,30.535194174757283
1,13300.0,6959,832,6116,11,30.546875
1,13400.0,7027,841,6178,8,30.59690844233056
1,13500.0,7106,847,6247,12,30.578512396694215
1,13600.0,7159,853,6297,9,30.579132473622508
1,13700.0,7225,862,6350,13,30.567285382830626
1,13800.0,7290,866,6415,9,30.57621247113164
1,13900.0,7350,876,6468,6,30.598173515981735
1,14000.0,7413,882,6518,13,30.62358276643991
1,14100.0,7484,887,6584,13,30.641488162344984
1,14200.0,7555,896,6652,7,30.6171875
1,14300.0,7624,902,6715,7,30.636363636363637
1,14400.0,7688,908,6773,7,30.676211453744493
1,14500.0,7766,913,6844,9,30.698795180722893
1,14600.0,7817,922,6885,10,30.740780911062906
1,14700.0,7882,927,6948,7,30.74541531823085
1,14800.0,7946,934,7001,11,30.74732334047109
1,14900.0,8003,942,7053,8,30.76008492569002
1,15000.0,8063,946,7111,6,30.743128964059196
1,15100.0,8123,952,7162,9,30.747899159663866
1,15200.0,8192,958,7221,13,30.752609603340293
1,15300.0,8237,964,7267,6,30.75103734439834
1,15400.0,8298,971,7318,9,30.77136972193615
