episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,27,15,7,5,29.2
1,200.0,57,23,29,5,29.043478260869566
1,300.0,85,28,54,3,29.857142857142858
1,400.0,109,35,70,4,30.142857142857142
1,500.0,131,38,86,7,30.210526315789473
1,600.0,157,47,105,5,30.51063829787234
1,700.0,176,52,122,2,30.576923076923077
1,800.0,200,58,139,3,30.689655172413794
1,900.0,236,64,166,6,30.890625
1,1000.0,271,70,195,6,30.857142857142858
1,1100.0,297,73,219,5,30.876712328767123
1,1200.0,321,78,240,3,30.923076923076923
1,1300.0,350,85,258,7,30.96470588235294
1,1400.0,370,93,273,4,30.989247311827956
1,1500.0,397,97,296,4,31.123711340206185
1,1600.0,418,102,314,2,31.166666666666668
1,1700.0,442,106,330,6,30.943396226415093
1,1800.0,466,111,349,6,30.99099099099099
1,1900.0,479,113,362,4,31.088495575221238
1,2000.0,498,117,378,3,31.042735042735043
1,2100.0,527,126,395,6,30.841269841269842
1,2200.0,552,131,417,4,30.80916030534351
1,2300.0,581,140,436,5,30.935714285714287
1,2400.0,609,144,459,6,30.86111111111111
1,2500.0,634,148,483,3,30.804054054054053
1,2600.0,657,156,495,6,30.884615384615383
1,2700.0,684,162,519,3,31.09259259259259
1,2800.0,704,168,535,1,31.029761904761905
1,2900.0,737,170,560,7,31.041176470588237
1,3000.0,758,174,579,5,31.057471264367816
1,3100.0,798,182,612,4,31.032967032967033
1,3200.0,839,186,649,4,30.967741935483872
1,3300.0,891,191,692,8,31.104712041884817
1,3400.0,928,197,729,2,31.126903553299492
1,3500.0,979,201,770,8,31.19402985074627
1,3600.0,1016,206,803,7,31.25242718446602
1,3700.0,1056,213,837,6,31.24413145539906
1,3800.0,1088,218,865,5,31.224770642201836
1,3900.0,1134,226,901,7,31.212389380530972
1,4000.0,1173,230,936,7,31.278260869565216
1,4100.0,1197,235,960,2,31.33191489361702
1,4200.0,1241,238,997,6,31.30672268907563
