episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,40,17,16,7,26.529411764705884
1,200.0,69,22,43,4,25.59090909090909
1,300.0,101,27,66,8,25.814814814814813
1,400.0,135,35,97,3,27.34285714285714
1,500.0,165,40,117,8,28.125
1,600.0,195,45,141,9,28.88888888888889
1,700.0,227,51,170,6,28.725490196078432
1,800.0,258,57,196,5,28.36842105263158
1,900.0,289,60,220,9,28.483333333333334
1,1000.0,317,66,246,5,28.242424242424242
1,1100.0,350,73,271,6,28.273972602739725
1,1200.0,388,80,302,6,28.6625
1,1300.0,441,88,346,7,29.056818181818183
1,1400.0,482,91,382,9,28.98901098901099
1,1500.0,536,98,427,11,29.448979591836736
1,1600.0,584,105,467,12,29.590476190476192
1,1700.0,630,110,509,11,29.681818181818183
1,1800.0,687,115,567,5,29.765217391304347
1,1900.0,735,123,606,6,29.658536585365855
1,2000.0,779,127,638,14,29.716535433070867
1,2100.0,829,135,686,8,29.85185185185185
1,2200.0,875,143,724,8,30.083916083916083
1,2300.0,927,146,774,7,30.23972602739726
1,2400.0,978,153,819,6,30.352941176470587
1,2500.0,1027,160,862,5,30.39375
1,2600.0,1074,163,905,6,30.466257668711656
1,2700.0,1099,169,926,4,30.37869822485207
1,2800.0,1140,175,956,9,30.32
1,2900.0,1181,180,994,7,30.366666666666667
1,3000.0,1230,187,1036,7,30.315508021390375
1,3100.0,1277,191,1079,7,30.43455497382199
1,3200.0,1327,194,1125,8,30.54639175257732
1,3300.0,1376,203,1164,9,30.571428571428573
1,3400.0,1423,211,1208,4,30.417061611374407
1,3500.0,1457,215,1232,10,30.474418604651163
1,3600.0,1506,220,1281,5,30.545454545454547
1,3700.0,1556,225,1322,9,30.608888888888888
1,3800.0,1610,235,1369,6,30.561702127659576
1,3900.0,1662,244,1415,3,30.709016393442624
1,4000.0,1713,251,1455,7,30.729083665338646
1,4100.0,1761,256,1502,3,30.71484375
1,4200.0,1787,259,1524,4,30.664092664092664
1,4300.0,1825,263,1555,7,30.61596958174905
1,4400.0,1859,272,1583,4,30.606617647058822
1,4500.0,1891,276,1609,6,30.630434782608695
1,4600.0,1930,283,1641,6,30.551236749116608
1,4700.0,1971,290,1679,2,30.551724137931036
1,4800.0,2025,298,1722,5,30.583892617449663
1,4900.0,2086,303,1771,12,30.597359735973598
1,5000.0,2147,310,1827,10,30.635483870967743
1,5100.0,2190,317,1866,7,30.621451104100945
1,5200.0,2230,321,1901,8,30.610591900311526
1,5300.0,2289,331,1947,11,30.552870090634443
1,5400.0,2350,338,2003,9,30.59467455621302
1,5500.0,2407,343,2053,11,30.606413994169095
1,5600.0,2463,347,2106,10,30.619596541786745
1,5700.0,2515,354,2152,9,30.60734463276836
1,5800.0,2561,357,2198,6,30.596638655462186
1,5900.0,2611,360,2244,7,30.613888888888887
1,6000.0,2652,368,2280,4,30.616847826086957
1,6100.0,2694,371,2318,5,30.628032345013477
1,6200.0,2742,373,2364,5,30.62466487935657
1,6300.0,2786,379,2403,4,30.591029023746703
1,6400.0,2850,383,2455,12,30.527415143603132
1,6500.0,2908,390,2509,9,30.49230769230769
1,6600.0,2970,394,2566,10,30.449238578680202
1,6700.0,3013,401,2607,5,30.394014962593516
1,6800.0,3062,404,2645,13,30.32920792079208
1,6900.0,3104,410,2689,5,30.302439024390242
1,7000.0,3153,414,2728,11,30.26086956521739
1,7100.0,3202,421,2778,3,30.19477434679335
1,7200.0,3260,425,2829,6,30.228235294117646
1,7300.0,3292,430,2857,5,30.3
1,7400.0,3332,434,2893,5,30.267281105990783
1,7500.0,3363,438,2922,3,30.232876712328768
1,7600.0,3390,444,2941,5,30.207207207207208
1,7700.0,3416,448,2963,5,30.209821428571427
1,7800.0,3465,450,3011,4,30.184444444444445
1,7900.0,3496,455,3031,10,30.186813186813186
1,8000.0,3539,462,3070,7,30.21212121212121
1,8100.0,3568,467,3094,7,30.261241970021413
1,8200.0,3602,474,3123,5,30.21518987341772
1,8300.0,3633,480,3147,6,30.2125
1,8400.0,3670,486,3180,4,30.26954732510288
1,8500.0,3723,490,3226,7,30.246938775510205
1,8600.0,3785,496,3279,10,30.254032258064516
1,8700.0,3835,504,3321,10,30.307539682539684
1,8800.0,3892,508,3377,7,30.305118110236222
1,8900.0,3929,512,3411,6,30.283203125
1,9000.0,3964,519,3441,4,30.2504816955684
1,9100.0,3994,524,3465,5,30.181297709923665
1,9200.0,4027,532,3490,5,30.201127819548873
1,9300.0,4059,538,3514,7,30.195167286245354
1,9400.0,4086,543,3539,4,30.162062615101288
1,9500.0,4130,550,3575,5,30.163636363636364
1,9600.0,4166,555,3607,4,30.192792792792794
1,9700.0,4199,559,3634,6,30.20035778175313
1,9800.0,4232,567,3661,4,30.185185185185187
1,9900.0,4270,575,3690,5,30.130434782608695
1,10000.0,4302,580,3718,4,30.156896551724138
1,10100.0,4335,584,3745,6,30.15068493150685
1,10200.0,4364,588,3770,6,30.183673469387756
