episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,36,15,13,8,27.066666666666666
1,200.0,74,22,40,12,27.272727272727273
1,300.0,111,29,78,4,27.724137931034484
1,400.0,163,35,123,5,28.82857142857143
1,500.0,209,39,165,5,28.307692307692307
1,600.0,248,48,196,4,28.729166666666668
1,700.0,304,54,238,12,28.48148148148148
1,800.0,358,59,285,14,28.677966101694917
1,900.0,408,68,336,4,29.16176470588235
1,1000.0,472,72,386,14,28.86111111111111
1,1100.0,529,79,442,8,29.126582278481013
1,1200.0,579,86,488,5,29.41860465116279
1,1300.0,618,94,521,3,29.414893617021278
1,1400.0,657,100,553,4,29.34
1,1500.0,687,106,575,6,29.39622641509434
1,1600.0,719,110,603,6,29.59090909090909
1,1700.0,750,113,635,2,29.41592920353982
1,1800.0,784,116,664,4,29.17241379310345
1,1900.0,809,118,688,3,29.23728813559322
1,2000.0,851,127,720,4,29.173228346456693
1,2100.0,886,132,746,8,29.356060606060606
1,2200.0,916,141,767,8,29.382978723404257
1,2300.0,956,149,800,7,29.355704697986578
1,2400.0,995,157,834,4,29.45859872611465
1,2500.0,1027,162,863,2,29.59259259259259
1,2600.0,1054,169,881,4,29.402366863905325
1,2700.0,1103,177,922,4,29.451977401129945
1,2800.0,1146,181,956,9,29.569060773480665
1,2900.0,1202,188,1006,8,29.675531914893618
1,3000.0,1239,193,1039,7,29.740932642487046
1,3100.0,1295,201,1088,6,29.65174129353234
1,3200.0,1337,206,1122,9,29.689320388349515
1,3300.0,1392,212,1174,6,29.617924528301888
1,3400.0,1437,217,1217,3,29.51152073732719
1,3500.0,1487,222,1260,5,29.56756756756757
1,3600.0,1525,228,1288,9,29.68859649122807
1,3700.0,1566,238,1322,6,29.98739495798319
1,3800.0,1596,242,1353,1,29.979338842975206
1,3900.0,1628,245,1375,8,29.951020408163266
1,4000.0,1659,253,1400,6,29.82608695652174
1,4100.0,1675,259,1411,5,29.73745173745174
1,4200.0,1710,263,1439,8,29.711026615969583
1,4300.0,1740,270,1464,6,29.71851851851852
1,4400.0,1768,277,1488,3,29.71480144404332
1,4500.0,1797,282,1508,7,29.70212765957447
1,4600.0,1835,289,1536,10,29.747404844290656
1,4700.0,1874,297,1571,6,29.905723905723907
1,4800.0,1909,301,1601,7,29.906976744186046
1,4900.0,1941,307,1631,3,29.846905537459282
