episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,37,14,17,6,25.357142857142858
1,200.0,67,22,42,3,26.40909090909091
1,300.0,107,26,75,6,27.46153846153846
1,400.0,140,33,100,7,27.0
1,500.0,173,39,130,4,27.487179487179485
1,600.0,207,48,155,4,28.0625
1,700.0,235,55,175,5,28.4
1,800.0,271,61,206,4,28.62295081967213
1,900.0,303,66,232,5,28.46969696969697
1,1000.0,350,73,269,8,28.47945205479452
1,1100.0,379,79,292,8,28.89873417721519
1,1200.0,407,85,317,5,29.435294117647057
1,1300.0,442,92,344,6,29.27173913043478
1,1400.0,473,101,368,4,29.26732673267327
1,1500.0,513,107,400,6,29.50467289719626
1,1600.0,571,115,448,8,29.591304347826085
1,1700.0,617,124,487,6,29.629032258064516
1,1800.0,679,128,545,6,29.671875
1,1900.0,724,134,582,8,29.84328358208955
1,2000.0,764,142,615,7,30.08450704225352
1,2100.0,811,149,655,7,30.06711409395973
1,2200.0,871,154,712,5,30.136363636363637
1,2300.0,930,161,759,10,30.273291925465838
1,2400.0,980,167,807,6,30.389221556886227
1,2500.0,1021,175,837,9,30.228571428571428
1,2600.0,1060,178,878,4,30.376404494382022
1,2700.0,1108,184,919,5,30.543478260869566
1,2800.0,1166,190,966,10,30.54736842105263
1,2900.0,1215,199,1011,5,30.688442211055275
1,3000.0,1275,209,1057,9,30.71291866028708
1,3100.0,1331,217,1103,11,30.705069124423964
1,3200.0,1379,224,1148,7,30.790178571428573
1,3300.0,1418,231,1181,6,30.766233766233768
1,3400.0,1453,238,1207,8,30.869747899159663
1,3500.0,1489,241,1244,4,30.892116182572614
1,3600.0,1528,248,1274,6,30.81048387096774
1,3700.0,1557,254,1299,4,30.771653543307085
1,3800.0,1578,259,1315,4,30.752895752895753
1,3900.0,1613,266,1340,7,30.73308270676692
1,4000.0,1644,269,1368,7,30.78810408921933
1,4100.0,1673,275,1393,5,30.74909090909091
1,4200.0,1713,281,1427,5,30.790035587188612
1,4300.0,1749,285,1455,9,30.83859649122807
1,4400.0,1783,293,1483,7,30.85665529010239
1,4500.0,1813,299,1507,7,30.872909698996654
1,4600.0,1850,306,1539,5,30.892156862745097
1,4700.0,1879,311,1562,6,30.913183279742764
1,4800.0,1915,317,1591,7,30.85173501577287
1,4900.0,1944,321,1619,4,30.950155763239877
1,5000.0,1973,328,1642,3,30.975609756097562
1,5100.0,1999,332,1663,4,31.02710843373494
1,5200.0,2031,339,1685,7,31.03834808259587
1,5300.0,2063,346,1714,3,31.052023121387283
1,5400.0,2094,346,1743,5,31.052023121387283
1,5500.0,2128,350,1773,5,31.017142857142858
1,5600.0,2160,356,1799,5,31.042134831460675
1,5700.0,2189,367,1816,6,31.04359673024523
1,5800.0,2232,373,1854,5,31.08847184986595
1,5900.0,2262,376,1883,3,31.125
1,6000.0,2310,382,1919,9,31.23821989528796
1,6100.0,2356,389,1962,5,31.236503856041132
1,6200.0,2419,394,2017,8,31.225888324873097
