episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,10,5,3,2,21.0
1,200.0,21,7,12,2,23.142857142857142
1,300.0,33,11,18,4,26.09090909090909
1,400.0,48,13,33,2,26.846153846153847
1,500.0,61,14,43,4,27.142857142857142
1,600.0,68,19,49,0,28.63157894736842
1,700.0,86,27,53,6,29.85185185185185
1,800.0,97,32,62,3,30.5625
1,900.0,105,34,69,2,30.176470588235293
1,1000.0,114,37,74,3,30.864864864864863
1,1100.0,128,42,84,2,31.976190476190474
1,1200.0,140,43,94,3,31.953488372093023
1,1300.0,156,45,109,2,31.755555555555556
1,1400.0,177,50,121,6,31.6
1,1500.0,184,52,132,0,31.75
1,1600.0,198,59,135,4,31.88135593220339
1,1700.0,210,65,144,1,31.876923076923077
1,1800.0,224,70,152,2,31.5
1,1900.0,234,73,158,3,31.424657534246574
1,2000.0,247,77,164,6,31.454545454545453
1,2100.0,267,81,185,1,31.185185185185187
1,2200.0,280,82,195,3,31.182926829268293
1,2300.0,294,86,205,3,31.24418604651163
1,2400.0,304,89,210,5,31.123595505617978
1,2500.0,315,92,220,3,31.054347826086957
1,2600.0,328,96,232,0,30.989583333333332
1,2700.0,338,97,241,0,30.948453608247423
1,2800.0,349,100,247,2,31.07
1,2900.0,365,106,256,3,30.962264150943398
1,3000.0,381,110,268,3,31.054545454545455
1,3100.0,399,115,280,4,30.878260869565217
1,3200.0,412,117,290,5,30.94017094017094
1,3300.0,422,121,299,2,31.049586776859503
1,3400.0,436,124,308,4,31.0
1,3500.0,452,126,323,3,30.936507936507937
1,3600.0,466,130,332,4,30.93846153846154
1,3700.0,472,134,337,1,30.85820895522388
1,3800.0,485,140,343,2,30.97142857142857
1,3900.0,497,141,356,0,30.9645390070922
1,4000.0,511,145,362,4,30.924137931034483
1,4100.0,524,148,374,2,30.83783783783784
1,4200.0,538,154,383,1,30.83116883116883
1,4300.0,553,158,394,1,30.810126582278482
1,4400.0,565,161,402,2,30.63975155279503
1,4500.0,573,163,408,2,30.619631901840492
1,4600.0,578,165,411,2,30.654545454545456
1,4700.0,585,170,411,4,30.641176470588235
1,4800.0,598,178,418,2,30.471910112359552
1,4900.0,608,182,423,3,30.48901098901099
1,5000.0,623,185,433,5,30.475675675675674
1,5100.0,641,186,452,3,30.5
1,5200.0,647,188,455,4,30.50531914893617
1,5300.0,658,199,457,2,30.66331658291457
1,5400.0,671,206,462,3,30.616504854368934
1,5500.0,690,208,474,8,30.682692307692307
1,5600.0,698,214,483,1,30.738317757009344
1,5700.0,707,218,486,3,30.788990825688074
1,5800.0,726,222,499,5,30.7972972972973
1,5900.0,735,225,509,1,30.84
1,6000.0,744,229,515,0,30.77292576419214
1,6100.0,757,233,522,2,30.798283261802574
1,6200.0,766,235,529,2,30.77872340425532
1,6300.0,775,241,531,3,30.684647302904565
1,6400.0,790,246,540,4,30.617886178861788
1,6500.0,804,248,551,5,30.612903225806452
1,6600.0,813,252,559,2,30.61111111111111
1,6700.0,828,259,566,3,30.683397683397683
1,6800.0,838,261,576,1,30.674329501915707
1,6900.0,846,263,581,2,30.64638783269962
1,7000.0,856,270,583,3,30.677777777777777
1,7100.0,869,273,592,4,30.655677655677657
1,7200.0,882,279,599,4,30.559139784946236
1,7300.0,891,282,609,0,30.56028368794326
1,7400.0,900,285,612,3,30.54035087719298
1,7500.0,913,290,617,6,30.53103448275862
1,7600.0,923,294,626,3,30.564625850340136
1,7700.0,934,297,635,2,30.55892255892256
1,7800.0,950,300,646,4,30.57
1,7900.0,968,308,655,5,30.574675324675326
1,8000.0,981,316,664,1,30.56645569620253
1,8100.0,998,319,676,3,30.561128526645767
1,8200.0,1010,324,682,4,30.59259259259259
1,8300.0,1025,325,696,4,30.58153846153846
1,8400.0,1039,327,708,4,30.559633027522935
1,8500.0,1056,331,720,5,30.570996978851962
1,8600.0,1072,337,731,4,30.534124629080118
1,8700.0,1078,340,737,1,30.541176470588237
1,8800.0,1091,347,743,1,30.48414985590778
1,8900.0,1103,350,752,1,30.50857142857143
1,9000.0,1110,353,757,0,30.490084985835693
1,9100.0,1129,361,765,3,30.534626038781163
1,9200.0,1147,366,778,3,30.565573770491802
1,9300.0,1153,367,785,1,30.561307901907355
1,9400.0,1172,378,789,5,30.61904761904762
1,9500.0,1186,387,798,1,30.645994832041342
1,9600.0,1203,394,807,2,30.596446700507613
1,9700.0,1216,398,816,2,30.582914572864322
1,9800.0,1231,403,822,6,30.59801488833747
1,9900.0,1243,406,835,2,30.57881773399015
1,10000.0,1261,412,845,4,30.62378640776699
1,10100.0,1273,416,854,3,30.622596153846153
1,10200.0,1279,419,859,1,30.634844868735083
1,10300.0,1288,424,862,2,30.65566037735849
1,10400.0,1298,431,864,3,30.614849187935036
1,10500.0,1306,435,869,2,30.627586206896552
1,10600.0,1314,440,872,2,30.62727272727273
1,10700.0,1327,446,878,3,30.652466367713004
1,10800.0,1334,450,883,1,30.606666666666666
1,10900.0,1341,456,883,2,30.57017543859649
1,11000.0,1358,466,888,4,30.570815450643778
1,11100.0,1367,470,897,0,30.614893617021277
1,11200.0,1381,475,902,4,30.60421052631579
1,11300.0,1396,480,913,3,30.558333333333334
1,11400.0,1413,485,923,5,30.55876288659794
1,11500.0,1431,494,936,1,30.540485829959515
1,11600.0,1437,494,942,1,30.540485829959515
1,11700.0,1452,500,948,4,30.548
1,11800.0,1458,501,956,1,30.540918163672654
1,11900.0,1469,507,961,1,30.57199211045365
1,12000.0,1486,509,971,6,30.591355599214147
1,12100.0,1498,512,985,1,30.583984375
1,12200.0,1510,513,994,3,30.57699805068226
1,12300.0,1526,513,1010,3,30.57699805068226
1,12400.0,1540,515,1024,1,30.55145631067961
1,12500.0,1553,518,1030,5,30.554054054054053
1,12600.0,1572,524,1043,5,30.551526717557252
1,12700.0,1590,530,1057,3,30.579245283018867
1,12800.0,1602,536,1064,2,30.600746268656717
1,12900.0,1611,538,1070,3,30.596654275092938
1,13000.0,1627,542,1081,4,30.58671586715867
1,13100.0,1638,545,1091,2,30.581651376146787
1,13200.0,1652,547,1102,3,30.57404021937843
1,13300.0,1672,550,1116,6,30.594545454545454
1,13400.0,1685,554,1129,2,30.584837545126355
1,13500.0,1695,555,1137,3,30.56756756756757
1,13600.0,1713,562,1147,4,30.54982206405694
1,13700.0,1728,567,1157,4,30.52910052910053
1,13800.0,1740,571,1167,2,30.553415061295972
1,13900.0,1752,573,1175,4,30.54624781849913
1,14000.0,1761,577,1180,4,30.540727902946273
1,14100.0,1774,583,1189,2,30.502572898799315
1,14200.0,1782,586,1193,3,30.511945392491466
1,14300.0,1791,589,1200,2,30.507640067911716
1,14400.0,1803,595,1204,4,30.484033613445376
1,14500.0,1818,600,1216,2,30.52166666666667
1,14600.0,1832,604,1225,3,30.5182119205298
1,14700.0,1847,607,1238,2,30.510708401976935
1,14800.0,1860,612,1247,1,30.53267973856209
1,14900.0,1871,616,1252,3,30.555194805194805
1,15000.0,1887,618,1264,5,30.56472491909385
1,15100.0,1903,623,1275,5,30.57784911717496
1,15200.0,1911,625,1284,2,30.592
1,15300.0,1925,631,1292,2,30.583201267828844
1,15400.0,1934,633,1299,2,30.581358609794627
1,15500.0,1952,638,1309,5,30.6269592476489
1,15600.0,1962,641,1320,1,30.642745709828393
1,15700.0,1973,644,1324,5,30.641304347826086
1,15800.0,1981,649,1329,3,30.647149460708782
1,15900.0,1994,653,1341,0,30.666156202143952
1,16000.0,2005,653,1350,2,30.666156202143952
1,16100.0,2015,653,1359,3,30.666156202143952
1,16200.0,2024,657,1365,2,30.67427701674277
1,16300.0,2042,661,1375,6,30.677760968229954
1,16400.0,2060,663,1388,9,30.675716440422324
1,16500.0,2070,668,1400,2,30.646706586826348
1,16600.0,2085,671,1409,5,30.649776453055143
1,16700.0,2098,676,1420,2,30.62278106508876
1,16800.0,2112,679,1429,4,30.621502209131076
1,16900.0,2127,682,1444,1,30.634897360703814
1,17000.0,2137,682,1450,5,30.634897360703814
1,17100.0,2147,687,1457,3,30.636098981077147
1,17200.0,2163,690,1469,4,30.63478260869565
1,17300.0,2179,695,1481,3,30.617266187050358
1,17400.0,2194,702,1490,2,30.603988603988604
1,17500.0,2206,709,1494,3,30.59238363892807
1,17600.0,2216,710,1504,2,30.6056338028169
1,17700.0,2222,714,1507,1,30.62044817927171
1,17800.0,2237,722,1510,5,30.6398891966759
1,17900.0,2249,727,1522,0,30.646492434663
1,18000.0,2267,730,1533,4,30.647945205479452
1,18100.0,2281,735,1542,4,30.632653061224488
1,18200.0,2295,741,1551,3,30.632928475033737
1,18300.0,2309,744,1560,5,30.626344086021504
1,18400.0,2321,751,1565,5,30.651131824234355
1,18500.0,2333,753,1577,3,30.646746347941566
1,18600.0,2349,758,1588,3,30.683377308707126
1,18700.0,2358,761,1594,3,30.659658344283837
1,18800.0,2368,765,1599,4,30.665359477124184
1,18900.0,2375,772,1602,1,30.690414507772022
1,19000.0,2385,776,1604,5,30.682989690721648
1,19100.0,2397,779,1615,3,30.69191270860077
1,19200.0,2407,782,1624,1,30.680306905370845
1,19300.0,2424,783,1636,5,30.67816091954023
1,19400.0,2436,786,1645,5,30.68066157760814
1,19500.0,2450,791,1655,4,30.694058154235144
1,19600.0,2468,795,1667,6,30.69308176100629
1,19700.0,2481,798,1680,3,30.703007518796994
