episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,22,13,6,3,30.615384615384617
1,200.0,52,21,27,4,29.952380952380953
1,300.0,77,23,51,3,30.130434782608695
1,400.0,105,31,68,6,29.516129032258064
1,500.0,132,39,88,5,29.58974358974359
1,600.0,158,41,109,8,29.75609756097561
1,700.0,185,45,135,5,30.022222222222222
1,800.0,214,54,156,4,30.12962962962963
1,900.0,238,62,173,3,30.919354838709676
1,1000.0,270,68,196,6,30.897058823529413
1,1100.0,294,72,217,5,30.666666666666668
1,1200.0,318,74,243,1,30.7027027027027
1,1300.0,334,79,254,1,30.430379746835442
1,1400.0,362,89,269,4,30.325842696629213
1,1500.0,387,96,284,7,30.541666666666668
1,1600.0,409,100,304,5,30.76
1,1700.0,441,106,331,4,30.57547169811321
1,1800.0,463,110,347,6,30.663636363636364
1,1900.0,485,115,363,7,30.63478260869565
1,2000.0,513,119,391,3,30.48739495798319
1,2100.0,531,123,407,1,30.552845528455286
1,2200.0,551,126,420,5,30.404761904761905
1,2300.0,577,134,436,7,30.417910447761194
1,2400.0,603,138,456,9,30.52173913043478
1,2500.0,625,142,481,2,30.549295774647888
1,2600.0,650,147,500,3,30.537414965986393
1,2700.0,673,152,518,3,30.56578947368421
1,2800.0,713,159,549,5,30.40251572327044
1,2900.0,745,161,578,6,30.440993788819874
1,3000.0,793,165,622,6,30.472727272727273
1,3100.0,833,171,653,9,30.42105263157895
1,3200.0,861,177,679,5,30.48587570621469
1,3300.0,896,182,705,9,30.516483516483518
1,3400.0,928,186,735,7,30.634408602150536
1,3500.0,970,194,770,6,30.54123711340206
1,3600.0,1008,199,803,6,30.623115577889447
1,3700.0,1038,206,827,5,30.781553398058254
1,3800.0,1067,210,856,1,30.86190476190476
1,3900.0,1112,214,891,7,30.869158878504674
1,4000.0,1142,222,917,3,30.81081081081081
1,4100.0,1171,228,938,5,30.776315789473685
1,4200.0,1205,238,961,6,30.819327731092436
1,4300.0,1230,241,984,5,30.821576763485478
1,4400.0,1270,250,1016,4,30.884
1,4500.0,1308,254,1046,8,30.87007874015748
1,4600.0,1351,260,1088,3,30.976923076923075
1,4700.0,1386,267,1115,4,30.99625468164794
1,4800.0,1430,270,1150,10,31.033333333333335
1,4900.0,1463,277,1182,4,31.101083032490976
1,5000.0,1512,284,1222,6,31.12323943661972
1,5100.0,1537,290,1245,2,31.086206896551722
1,5200.0,1562,297,1263,2,31.08080808080808
1,5300.0,1585,301,1281,3,31.079734219269103
1,5400.0,1604,306,1292,6,31.101307189542485
1,5500.0,1633,313,1314,6,31.0926517571885
1,5600.0,1657,316,1336,5,31.117088607594937
1,5700.0,1683,324,1356,3,31.145061728395063
1,5800.0,1715,329,1383,3,31.13981762917933
1,5900.0,1751,337,1409,5,31.181008902077153
1,6000.0,1784,348,1432,4,31.25862068965517
1,6100.0,1828,357,1468,3,31.2296918767507
1,6200.0,1866,364,1495,7,31.285714285714285
1,6300.0,1892,369,1515,8,31.344173441734416
1,6400.0,1934,375,1551,8,31.362666666666666
1,6500.0,1969,383,1580,6,31.35509138381201
1,6600.0,1994,388,1601,5,31.337628865979383
1,6700.0,2039,394,1639,6,31.30203045685279
1,6800.0,2072,401,1666,5,31.39152119700748
1,6900.0,2104,408,1690,6,31.389705882352942
1,7000.0,2152,414,1729,9,31.35024154589372
1,7100.0,2185,420,1761,4,31.433333333333334
1,7200.0,2225,425,1786,14,31.435294117647057
1,7300.0,2262,435,1824,3,31.46206896551724
1,7400.0,2306,443,1855,8,31.446952595936793
1,7500.0,2340,451,1882,7,31.494456762749447
1,7600.0,2379,454,1919,6,31.526431718061673
1,7700.0,2412,461,1946,5,31.490238611713664
1,7800.0,2464,467,1985,12,31.464668094218414
1,7900.0,2496,473,2018,5,31.437632135306554
1,8000.0,2533,481,2045,7,31.490644490644492
