episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,9,6,3,0,21.0
1,200.0,19,11,8,0,26.09090909090909
1,300.0,28,15,11,2,27.266666666666666
1,400.0,32,17,14,1,28.235294117647058
1,500.0,40,24,14,2,27.75
1,600.0,49,30,18,1,28.066666666666666
1,700.0,57,33,22,2,28.151515151515152
1,800.0,67,36,29,2,28.583333333333332
1,900.0,79,41,34,4,28.26829268292683
1,1000.0,88,44,40,4,28.568181818181817
1,1100.0,99,48,48,3,28.458333333333332
1,1200.0,103,52,50,1,28.71153846153846
1,1300.0,114,60,51,3,28.483333333333334
1,1400.0,122,64,54,4,28.3125
1,1500.0,128,69,59,0,28.579710144927535
1,1600.0,141,75,63,3,28.92
1,1700.0,148,77,70,1,28.883116883116884
1,1800.0,159,83,73,3,29.313253012048193
1,1900.0,170,88,80,2,29.556818181818183
1,2000.0,177,91,84,2,29.439560439560438
1,2100.0,181,95,84,2,29.46315789473684
1,2200.0,190,103,84,3,29.233009708737864
1,2300.0,196,109,86,1,29.3302752293578
1,2400.0,200,112,86,2,29.330357142857142
1,2500.0,205,117,87,1,29.17094017094017
1,2600.0,217,124,90,3,29.024193548387096
1,2700.0,229,130,95,4,29.315384615384616
1,2800.0,241,134,103,4,29.62686567164179
1,2900.0,256,139,115,2,29.72661870503597
1,3000.0,263,140,119,4,29.792857142857144
1,3100.0,273,144,125,4,29.958333333333332
1,3200.0,280,150,130,0,30.033333333333335
1,3300.0,290,153,134,3,30.07843137254902
1,3400.0,299,155,142,2,30.045161290322582
1,3500.0,310,157,149,4,30.05732484076433
1,3600.0,313,159,154,0,30.10062893081761
1,3700.0,320,161,155,4,30.062111801242235
1,3800.0,336,167,165,4,30.18562874251497
1,3900.0,348,171,173,4,30.292397660818715
1,4000.0,360,177,182,1,30.412429378531073
1,4100.0,371,181,189,1,30.574585635359117
1,4200.0,376,182,193,1,30.571428571428573
1,4300.0,381,187,194,0,30.513368983957218
1,4400.0,396,192,198,6,30.447916666666668
1,4500.0,415,198,216,1,30.48989898989899
1,4600.0,435,201,228,6,30.51741293532338
1,4700.0,441,204,236,1,30.475490196078432
1,4800.0,444,204,239,1,30.475490196078432
1,4900.0,455,210,241,4,30.385714285714286
1,5000.0,462,211,249,2,30.341232227488153
1,5100.0,469,215,252,2,30.33953488372093
1,5200.0,479,222,256,1,30.414414414414413
1,5300.0,486,225,260,1,30.36888888888889
1,5400.0,493,227,264,2,30.378854625550662
1,5500.0,504,230,269,5,30.430434782608696
1,5600.0,510,235,273,2,30.51914893617021
1,5700.0,519,243,274,2,30.60082304526749
1,5800.0,526,249,277,0,30.55823293172691
1,5900.0,531,251,277,3,30.593625498007967
1,6000.0,537,256,279,2,30.546875
1,6100.0,545,264,279,2,30.613636363636363
1,6200.0,553,267,283,3,30.640449438202246
1,6300.0,558,269,289,0,30.65799256505576
1,6400.0,566,273,291,2,30.655677655677657
1,6500.0,572,279,292,1,30.727598566308245
1,6600.0,576,282,292,2,30.79787234042553
1,6700.0,583,288,292,3,30.774305555555557
1,6800.0,594,297,295,2,30.784511784511785
1,6900.0,612,304,306,2,30.9375
1,7000.0,627,305,318,4,30.950819672131146
1,7100.0,643,309,331,3,30.948220064724918
1,7200.0,657,313,341,3,30.95846645367412
1,7300.0,666,316,349,1,30.89873417721519
1,7400.0,679,322,355,2,30.86335403726708
1,7500.0,690,324,362,4,30.86111111111111
1,7600.0,703,332,370,1,30.843373493975903
1,7700.0,710,333,376,1,30.843843843843842
1,7800.0,721,339,379,3,30.902654867256636
1,7900.0,734,344,387,3,30.982558139534884
1,8000.0,752,353,393,6,31.087818696883854
1,8100.0,763,355,407,1,31.059154929577463
1,8200.0,778,357,416,5,31.03641456582633
1,8300.0,787,359,427,1,31.01949860724234
1,8400.0,805,362,436,7,31.002762430939228
1,8500.0,813,366,444,3,30.98087431693989
1,8600.0,826,370,453,3,30.978378378378377
1,8700.0,843,375,461,7,30.952
1,8800.0,852,379,470,3,30.944591029023748
1,8900.0,863,386,475,2,30.924870466321245
1,9000.0,880,388,487,5,30.914948453608247
1,9100.0,893,394,494,5,30.934010152284262
1,9200.0,903,400,501,2,30.95
1,9300.0,913,402,509,2,30.94776119402985
1,9400.0,924,406,515,3,30.948275862068964
1,9500.0,934,407,525,2,30.945945945945947
1,9600.0,950,410,535,5,30.941463414634146
1,9700.0,960,413,547,0,30.9636803874092
1,9800.0,967,413,551,3,30.9636803874092
1,9900.0,979,419,556,4,30.971360381861576
1,10000.0,993,423,570,0,30.988179669030732
1,10100.0,1001,426,573,2,30.95774647887324
1,10200.0,1019,431,583,5,30.990719257540604
1,10300.0,1036,434,596,6,31.018433179723502
1,10400.0,1048,436,607,5,31.03669724770642
1,10500.0,1058,439,617,2,31.036446469248293
1,10600.0,1068,443,623,2,31.03160270880361
1,10700.0,1073,447,625,1,31.069351230425056
1,10800.0,1084,454,626,4,31.068281938325992
1,10900.0,1088,457,630,1,31.12035010940919
1,11000.0,1094,464,630,0,31.060344827586206
1,11100.0,1105,473,631,1,30.980972515856237
1,11200.0,1117,475,639,3,31.004210526315788
1,11300.0,1124,477,645,2,31.031446540880502
1,11400.0,1129,482,647,0,31.020746887966805
1,11500.0,1139,489,648,2,31.006134969325153
1,11600.0,1149,491,655,3,31.0020366598778
1,11700.0,1160,494,663,3,30.991902834008098
1,11800.0,1170,496,670,4,30.993951612903224
1,11900.0,1183,501,680,2,31.02195608782435
1,12000.0,1189,502,685,2,31.01394422310757
1,12100.0,1202,510,688,4,31.00392156862745
1,12200.0,1210,513,694,3,31.017543859649123
1,12300.0,1216,514,700,2,31.01750972762646
1,12400.0,1227,518,707,2,31.023166023166024
1,12500.0,1233,521,711,1,31.047984644913626
1,12600.0,1239,526,711,2,31.020912547528518
1,12700.0,1245,532,712,1,31.00563909774436
1,12800.0,1256,541,713,2,30.963031423290204
1,12900.0,1266,546,719,1,30.994505494505493
1,13000.0,1273,548,724,1,31.001824817518248
1,13100.0,1284,554,724,6,31.032490974729242
1,13200.0,1288,560,727,1,31.05892857142857
1,13300.0,1299,566,727,6,31.012367491166078
1,13400.0,1306,571,733,2,31.001751313485112
1,13500.0,1321,581,738,2,31.025817555938037
1,13600.0,1329,583,741,5,31.036020583190396
1,13700.0,1336,586,749,1,31.0580204778157
1,13800.0,1349,591,754,4,31.099830795262267
1,13900.0,1355,597,756,2,31.098827470686768
1,14000.0,1367,602,763,2,31.106312292358805
1,14100.0,1377,605,770,2,31.08925619834711
1,14200.0,1384,609,772,3,31.07881773399015
1,14300.0,1393,617,774,2,31.097244732576986
1,14400.0,1401,621,778,2,31.067632850241544
1,14500.0,1410,622,786,2,31.072347266881028
1,14600.0,1415,626,788,1,31.05591054313099
1,14700.0,1423,633,789,1,31.044233807266984
1,14800.0,1427,635,791,1,31.050393700787403
1,14900.0,1436,643,792,1,31.055987558320375
1,15000.0,1449,645,801,3,31.08372093023256
1,15100.0,1456,648,805,3,31.09259259259259
